lat,lon
40.7116944,-74.01022
40.7118238,-74.0101552
40.7126643,-74.0099108
40.7133097,-74.0095541
40.7134261,-74.0093068
40.7130591,-74.0090286
40.7133621,-74.0090139
40.7130961,-74.0091147
40.7116329,-74.0106471
40.7119688,-74.0105123
40.699405,-73.991413
40.6991398,-73.9889055
40.6992387,-73.9882731
40.6924743,-73.9875859
40.6932155,-73.9874899
40.6925106,-73.9874814
40.6917,-73.987461
40.6923538,-73.9874579
40.6931779,-73.9874487
40.6916147,-73.9872021
40.692329,-73.987167
40.6924622,-73.9871584
40.693582,-73.9870075
40.6890314,-73.9858587
40.6884333,-73.9843016
40.686553,-73.974606
40.6861265,-73.9745162
40.6864157,-73.9743492
40.6860502,-73.9742815
40.6860654,-73.9732954
40.6855651,-73.973071
40.685969,-73.973021
40.685559,-73.9729
40.685789,-73.97276
40.6836751,-73.9670602
40.6835856,-73.9667826
40.683318,-73.966733
40.683172,-73.964689
40.6828735,-73.9646179
40.6833851,-73.9670073
40.681256,-73.95559
40.6805772,-73.9497346
40.680267,-73.9496419
40.6805398,-73.9495027
40.680228,-73.949414
40.6804282,-73.9531971
40.6808273,-73.9532759
40.6796847,-73.94135
40.679804,-73.941119
40.6800631,-73.940479
40.6800207,-73.940243
40.6795584,-73.932104
40.679346,-73.931987
40.6791112,-73.9300434
40.6795043,-73.9297247
40.6794998,-73.9298659
40.679164,-73.92187
40.678702,-73.921552
40.6790048,-73.9214369
40.6786088,-73.9137396
40.678317,-73.913651
40.6784181,-73.910978
40.6781806,-73.9108741
40.6785315,-73.9107794
40.6780485,-73.9106658
40.6783526,-73.9039332
40.6744501,-73.896778
40.6742506,-73.8966456
40.6745867,-73.8963672
40.6742823,-73.896314
40.6727846,-73.8905905
40.6725653,-73.890375
40.6728631,-73.8902603
40.6724912,-73.8901667
40.6742442,-73.8809291
40.6740029,-73.8808715
40.6743132,-73.8807518
40.673981,-73.8806716
40.6752842,-73.8721143
